CustomerID,Gender,WinLossRatio,NumberActiveGames,Tenure,NumberGameActive,Platform,PaymentMethod,MonthlySpend,TotalSpend,Churn
9512-UIBFX,Male,0.148729879,Yes,18,2,Facebook,Mailed check,95.15,1779.95,Yes
6202-DYYFX,Female,0.007846007,No,22,4,GoogleAds,Credit card (automatic),76,1783.6,No
3808-HFKDE,Female,0.463270548,No,20,2,Facebook,Electronic check,44.35,927.15,No
5583-SXDAG,Male,0.156609171,No,1,2,Facebook,Electronic check,70,70,Yes
3488-PGMQJ,Male,0.956963402,No,8,2,Facebook,Electronic check,74.5,606.55,Yes
3580-REOAC,Male,0.562913894,No,10,2,Facebook,Credit card (automatic),44.85,435.4,Yes
7534-BFESC,Male,0.700219187,No,24,4,Facebook,Electronic check,76.1,1712.7,Yes
3727-OWVYD,Male,0.211790765,No,35,2,GoogleAds,Mailed check,61.2,2021.2,No
2294-SALNE,Male,0.013420732,Yes,23,2,GoogleAds,Mailed check,86.8,1940.8,No
4847-TAJYI,Female,0.259908128,No,6,2,Facebook,Electronic check,89.35,567.8,No
1563-IWQEX,Female,0.792359936,No,12,2,Facebook,Mailed check,19.7,220.35,No
8203-XJZRC,Male,0.650025341,No,1,2,Facebook,Mailed check,20.25,20.25,No
6556-DBKZF,Female,0.758518908,Yes,71,2,Instagram,Electronic check,76.05,5436.45,No
6851-WEFYX,Male,0.649200935,No,35,4,Facebook,Electronic check,100.8,3437.5,No
2985-JUUBZ,Male,0.817862696,Yes,40,4,Facebook,Electronic check,74.55,3015.75,No
6390-DSAZX,Female,0.69504421,Yes,1,2,Facebook,Mailed check,73.6,73.6,Yes
0895-LMRSF,Male,0.736662746,No,23,2,GoogleAds,Bank transfer (automatic),64.9,1509.8,No
8098-LLAZX,Female,0.135168798,No,4,4,Facebook,Electronic check,95.45,396.1,Yes
8266-VBFQL,Male,0.763201956,No,4,2,Facebook,Electronic check,90.4,356.65,No
8181-YHCMF,Female,0.275287892,Yes,68,1,Instagram,Credit card (automatic),60.3,4109,No
2240-HSJQD,Male,0.694230173,Yes,38,4,Facebook,Mailed check,81.85,3141.7,No
1248-DYXUB,Male,0.831220764,Yes,52,4,Instagram,Mailed check,24.8,1229.1,No
0265-EDXBD,Male,0.692978163,No,32,4,Facebook,Electronic check,74.9,2303.35,Yes
4115-BNPJY,Male,0.886534436,Yes,29,2,Instagram,Mailed check,75.55,2054.4,No
3167-SNQPL,Male,0.951847284,Yes,38,4,Facebook,Electronic check,101.15,3741.85,No
4091-TVOCN,Male,0.310302098,Yes,48,4,GoogleAds,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,Female,0.649430867,No,1,2,Facebook,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,Female,0.611375181,No,22,2,Facebook,Electronic check,89.05,1886.25,No
1557-EMYVT,Female,0.278189802,No,43,4,Instagram,Credit card (automatic),115.05,4895.1,No
2799-ARNLO,Female,0.900141684,No,5,2,Facebook,Electronic check,69.35,341.6,No
7563-BIUPC,Male,0.071420949,No,5,2,Facebook,Electronic check,80.6,415.55,Yes
5027-YOCXN,Male,0.460085081,Yes,51,4,GoogleAds,Credit card (automatic),110.05,5686.4,No
3973-SKMLN,Male,0.037436908,No,71,2,Instagram,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,Female,0.461138596,Yes,38,2,GoogleAds,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,Male,0.488182698,No,24,2,Facebook,Electronic check,93.15,2231.05,Yes
6745-JEFZB,Male,0.314539283,No,35,4,Facebook,Credit card (automatic),91.5,3236.35,No
5020-ZSTTY,Female,0.842977657,No,54,4,GoogleAds,Bank transfer (automatic),82.45,4350.1,Yes
9880-TDQAC,Female,0.956203023,Yes,72,1,Instagram,Electronic check,60,4264,No
8705-WZCYL,Male,0.321480981,No,1,2,Facebook,Electronic check,44.8,44.8,No
7102-JJVTX,Female,0.921167388,Yes,9,2,GoogleAds,Mailed check,48.6,422.3,No
8626-PTQGE,Male,0.78518094,No,69,1,Instagram,Bank transfer (automatic),60.05,4176.7,No
4983-CLMLV,Female,0.836415346,No,52,4,Facebook,Credit card (automatic),102.7,5138.1,No
5701-YVSVF,Female,0.112679418,No,11,2,Facebook,Electronic check,82.9,880.05,No
5804-LEPIM,Female,0.663489307,No,2,2,Facebook,Electronic check,70.35,139.05,Yes
5697-GOMBF,Female,0.748276755,Yes,28,1,Facebook,Electronic check,35.9,973.65,No
2739-CACDQ,Female,0.577267667,No,17,4,Facebook,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,Female,0.0126841,Yes,35,2,Instagram,Mailed check,19.85,739.35,No
9498-FIMXL,Female,0.16167286,No,8,2,GoogleAds,Mailed check,19.2,161.95,No
2379-GYFLQ,Male,0.798552825,No,46,4,GoogleAds,Credit card (automatic),94.9,4422.95,No
0122-OAHPZ,Female,0.243721774,No,7,4,Facebook,Electronic check,73.85,511.25,Yes
2868-SNELZ,Female,0.931753398,No,2,4,Facebook,Mailed check,80.6,155.8,Yes
4322-RCYMT,Male,0.242527395,Yes,68,4,GoogleAds,Bank transfer (automatic),75.8,5293.95,Yes
6680-NENYN,Female,0.582366111,No,43,4,Instagram,Electronic check,104.6,4759.85,Yes
2088-IEBAU,Female,0.168312987,No,68,4,Instagram,Electronic check,88.15,6148.45,No
7982-VCELR,Female,0.53264809,No,36,2,Facebook,Credit card (automatic),94.8,3565.65,No
1343-EHPYB,Male,0.228051214,No,63,4,Facebook,Electronic check,103.4,6603,Yes
6035-BXTTY,Female,0.555719716,No,32,2,Facebook,Bank transfer (automatic),54.65,1830.1,No
6885-PKOAM,Female,0.598077168,No,71,4,Instagram,Credit card (automatic),85.75,6223.8,No
7520-HQWJU,Female,0.193852438,Yes,66,4,Facebook,Bank transfer (automatic),67.45,4508.65,No
9639-BUJXT,Male,0.669387353,No,63,2,GoogleAds,Mailed check,20.5,1328.15,No
5924-SNGKP,Female,0.533649893,Yes,41,2,GoogleAds,Credit card (automatic),20.25,865,No
0021-IKXGC,Female,0.806392498,No,1,4,Facebook,Electronic check,72.1,72.1,No
2034-GDRCN,Female,0.534523969,No,2,2,Facebook,Electronic check,90.4,168.2,Yes
8966-SNIZF,Female,0.910217378,No,70,2,Instagram,Bank transfer (automatic),19.45,1303.5,No
6243-OZGFH,Female,0.379366018,No,23,1,Facebook,Electronic check,44.95,996.85,No
4654-DLAMQ,Female,0.801128126,No,64,2,GoogleAds,Bank transfer (automatic),97,6430.9,No
0513-RBGPE,Male,0.768983389,Yes,37,4,Instagram,Credit card (automatic),62.8,2278.75,No
5160-UXJED,Male,0.805278484,Yes,17,2,GoogleAds,Mailed check,44.6,681.4,No
4115-NZRKS,Female,0.960547329,No,7,2,Facebook,Electronic check,89.15,574.35,No
0219-YTZUE,Male,0.972583064,Yes,4,4,Facebook,Bank transfer (automatic),84.8,371.9,Yes
0623-IIHUG,Female,0.428261412,No,21,1,Facebook,Electronic check,41.9,840.1,Yes
4572-DVCGN,Female,0.039700454,No,10,2,Facebook,Bank transfer (automatic),80.25,846,Yes
3351-NGXYI,Female,0.497338624,No,16,4,Facebook,Electronic check,54.1,889,No
8984-EYLLL,Male,0.214737217,No,64,4,Instagram,Electronic check,105.25,6823.4,No
9057-MSWCO,Male,0.592824869,No,27,1,Facebook,Credit card (automatic),30.75,805.1,Yes
9833-TGFHX,Male,0.373641394,Yes,42,4,GoogleAds,Electronic check,97.1,4016.75,No
9294-TDIPC,Male,0.651511397,Yes,5,2,Facebook,Mailed check,20.2,83.75,No
5229-DTFYB,Female,0.258134923,No,41,2,Instagram,Bank transfer (automatic),98.8,3959.15,No
0104-PPXDV,Male,0.1586767,No,58,2,GoogleAds,Credit card (automatic),50.3,2878.55,No
5176-LMJXE,Female,0.54686255,No,47,2,Instagram,Mailed check,20.55,945.7,No
3583-KRKMD,Male,0.684381701,No,18,2,Facebook,Bank transfer (automatic),75.9,1373.05,No
1010-DIAUQ,Male,0.867187562,No,5,2,Facebook,Bank transfer (automatic),96.5,492.55,Yes
9069-LGEUL,Male,0.526616695,No,23,2,Facebook,Bank transfer (automatic),59.95,1406,No
7302-ZHMHP,Female,0.103165967,No,1,2,Facebook,Mailed check,19.15,19.15,No
9571-EDEBV,Male,0.670782086,No,71,4,GoogleAds,Credit card (automatic),98.65,6962.85,No
3520-FJGCV,Male,0.462465723,Yes,72,4,Instagram,Credit card (automatic),112.6,8126.65,No
6563-VRERX,Male,0.945412766,Yes,33,2,GoogleAds,Mailed check,20.6,690.25,No
0259-GBZSH,Male,0.299801415,No,2,4,Facebook,Electronic check,85.65,181.5,Yes
6122-EFVKN,Male,0.315623863,Yes,24,1,Instagram,Mailed check,35.75,830.8,No
2805-EDJPQ,Female,0.92949639,Yes,56,4,GoogleAds,Credit card (automatic),99.75,5608.4,No
6862-CQUMB,Male,0.336373712,No,37,2,Facebook,Credit card (automatic),96.1,3646.8,No
7156-MXBJE,Female,0.880541795,No,43,4,GoogleAds,Credit card (automatic),85.1,3662.25,No
6158-HDPXZ,Male,0.785107424,No,1,1,Facebook,Mailed check,25.35,25.35,No
9601-BRXPO,Female,0.755140305,No,25,4,Facebook,Bank transfer (automatic),104.95,2566.5,Yes
2863-IMQDR,Female,0.456824022,No,61,4,Instagram,Electronic check,89.65,5308.7,No
5686-CMAWK,Male,0.894049425,No,17,4,GoogleAds,Electronic check,86.75,1410.25,No
5651-CRHKQ,Female,0.230296142,No,41,2,GoogleAds,Bank transfer (automatic),86.2,3339.05,No
6905-NIQIN,Male,0.399944983,No,1,2,Facebook,Mailed check,50.65,50.65,Yes
8204-YJCLA,Male,0.704351338,Yes,72,1,Instagram,Bank transfer (automatic),64.8,4732.35,No
5167-ZFFMM,Male,0.014765179,No,1,4,Facebook,Credit card (automatic),90.85,90.85,Yes
6583-SZVGP,Male,0.186753761,No,48,4,Instagram,Bank transfer (automatic),108.1,5067.45,No
4895-TMWIR,Male,0.006398669,No,11,2,Facebook,Mailed check,19.95,214.75,Yes
0533-BNWKF,Female,0.553385985,No,55,4,Facebook,Electronic check,85.45,4874.7,Yes
1708-PBBOA,Female,0.522620837,No,42,1,GoogleAds,Electronic check,54.75,2348.45,No
8782-LKFPK,Male,0.842973048,No,44,4,Facebook,Mailed check,90.4,4063,No
5522-JBWMO,Male,0.524578105,Yes,1,2,Facebook,Electronic check,44,44,No
3597-MVHJT,Female,0.30033285,No,27,4,Facebook,Bank transfer (automatic),95.6,2595.25,No
9774-NRNAU,Male,0.854674939,No,27,4,Facebook,Bank transfer (automatic),84.8,2309.55,No
0224-RLWWD,Female,0.880360671,No,2,2,Facebook,Electronic check,44.3,89.3,No
9967-ATRFS,Female,0.732835658,No,19,2,Facebook,Mailed check,19.9,367.55,No
3951-NJCVI,Female,0.525529181,No,42,4,Facebook,Electronic check,95.05,3944.5,No
2977-CEBSX,Female,0.607646981,No,66,4,Instagram,Credit card (automatic),90.05,5965.95,No
0177-PXBAT,Male,0.041965748,No,33,4,Facebook,Bank transfer (automatic),109.9,3694.7,No
6599-CEBNN,Female,0.546583316,No,34,2,Facebook,Credit card (automatic),73.95,2524.45,Yes
2519-ERQOJ,Male,0.914882893,No,33,1,Facebook,Electronic check,54.6,1803.7,No
5876-QMYLD,Female,0.900288681,Yes,23,2,GoogleAds,Mailed check,20.05,415.1,No
2277-AXSDC,Female,0.068949477,No,32,2,GoogleAds,Bank transfer (automatic),19.75,624.15,No
9442-JTWDL,Female,0.008006937,No,11,2,GoogleAds,Credit card (automatic),20.05,237.7,No
0979-PHULV,Male,0.756821165,Yes,69,4,Facebook,Credit card (automatic),99.45,7007.6,Yes
3067-SVMTC,Female,0.175115074,No,68,2,GoogleAds,Bank transfer (automatic),55.9,3848.8,No
5495-GPSRW,Male,0.760406709,No,20,2,Instagram,Mailed check,19.7,419.4,No
7606-BPHHN,Male,0.57147039,No,72,2,Instagram,Credit card (automatic),19.8,1468.75,No
4742-DRORA,Male,0.982646231,Yes,60,4,GoogleAds,Bank transfer (automatic),95.4,5812,No
0111-KLBQG,Male,0.506041844,Yes,32,2,Facebook,Mailed check,93.95,2861.45,No
4800-VHZKI,Female,0.925906377,No,1,2,Facebook,Mailed check,19.9,19.9,Yes
7989-CHGTL,Male,0.252374132,No,1,2,Facebook,Mailed check,19.6,19.6,Yes
0334-GDDSO,Male,0.388606313,No,3,4,Facebook,Electronic check,81.35,233.7,Yes
4163-NCJAK,Female,0.822838649,No,46,4,GoogleAds,Bank transfer (automatic),24.45,1066.15,No
5233-AOZUF,Female,0.560534741,No,29,4,Facebook,Electronic check,74.95,2149.05,No
5973-EJGDP,Male,0.370992811,No,51,4,Facebook,Electronic check,87.35,4473,No
1996-DBMUS,Female,0.140113759,No,48,2,Facebook,Bank transfer (automatic),70.65,3545.05,No
7916-VCCPB,Female,0.754759984,Yes,16,2,Facebook,Bank transfer (automatic),73.25,1195.75,No
4686-GEFRM,Male,0.199237937,No,70,4,Instagram,Bank transfer (automatic),98.7,6858.9,No
5249-QYHEX,Female,0.365017079,Yes,40,4,Instagram,Mailed check,24.8,1024.7,No
0578-SKVMF,Female,0.925576189,Yes,22,2,Facebook,Electronic check,83.3,1845.9,Yes
5564-NEMQO,Female,0.830037536,No,1,2,Facebook,Bank transfer (automatic),75.3,75.3,Yes
2233-FAGXV,Female,0.203234569,Yes,5,4,Facebook,Mailed check,24.3,132.25,No
5605-IYGFG,Female,0.305971053,No,7,2,Facebook,Bank transfer (automatic),69.85,515.45,No
7663-ZTEGJ,Male,0.963012828,Yes,29,4,GoogleAds,Credit card (automatic),100.55,2830.45,No
3935-TBRZZ,Male,0.890273131,Yes,44,4,GoogleAds,Mailed check,25.7,1110.5,No
8111-BKVDS,Female,0.921775702,No,10,1,Facebook,Bank transfer (automatic),40.7,449.3,No
2055-SIFSS,Female,0.577628969,No,55,4,Facebook,Bank transfer (automatic),51.65,2838.55,No
2806-MLNTI,Male,0.908781844,No,52,4,GoogleAds,Bank transfer (automatic),105.1,5376.4,No
8734-DKSTZ,Female,0.006462352,Yes,10,4,Facebook,Electronic check,85.95,858.6,No
4360-PNRQB,Male,0.165058179,No,18,4,Facebook,Bank transfer (automatic),75.6,1395.05,No
6152-ONASV,Female,0.262223168,No,68,4,GoogleAds,Bank transfer (automatic),58.25,3975.7,No
9063-ZGTUY,Female,0.536853686,Yes,61,2,Facebook,Mailed check,19.4,1182.55,Yes
7781-HVGMK,Female,0.494354791,Yes,72,1,Instagram,Credit card (automatic),65.2,4784.45,No
2181-UAESM,Male,0.737726363,No,2,2,Facebook,Electronic check,53.45,119.5,No
2957-LOLHO,Male,0.078080983,No,12,2,Facebook,Bank transfer (automatic),45.4,518.9,Yes
6048-NJXHX,Male,0.282277734,No,41,2,Instagram,Electronic check,19.75,899.45,No
2320-SLKMB,Female,0.469384811,No,26,1,Facebook,Credit card (automatic),44.45,1183.8,No
4980-URKXC,Male,0.743778983,No,36,2,GoogleAds,Bank transfer (automatic),20.85,720.05,No
4376-KFVRS,Male,0.045749211,Yes,72,4,Instagram,Credit card (automatic),114.05,8468.2,No
5886-VLQVU,Male,0.678732727,No,35,4,Facebook,Bank transfer (automatic),89.85,3161.2,No
3577-AMVUX,Male,0.184872447,No,1,2,Facebook,Mailed check,55.05,55.05,No
0771-WLCLA,Female,0.64791937,Yes,16,4,Facebook,Electronic check,112.95,1882.55,No
5628-RKIFK,Female,0.758549118,No,49,4,Facebook,Credit card (automatic),101.55,5070.4,No
0206-TBWLC,Female,0.397418061,No,54,4,GoogleAds,Mailed check,114.65,6049.5,No
2937-FTHUR,Female,0.605330696,Yes,18,4,Facebook,Electronic check,64.8,1166.7,No
1910-FMXJM,Female,0.839125252,No,36,2,Facebook,Electronic check,80.4,2937.65,No
7752-XUSCI,Female,0.892604059,No,60,4,Facebook,Electronic check,105.9,6396.45,Yes
4110-PFEUZ,Female,0.316637252,No,1,2,Facebook,Mailed check,69.55,69.55,Yes
0732-OCQOC,Female,0.447015245,Yes,52,4,Instagram,Bank transfer (automatic),25.05,1270.25,No
5168-MSWXT,Male,0.114043141,Yes,8,2,Facebook,Electronic check,94.75,759.55,No
1090-ESELR,Male,0.991432027,Yes,72,2,Instagram,Bank transfer (automatic),105.5,7611.55,No
8592-PLTMQ,Female,0.241641067,No,64,4,GoogleAds,Mailed check,24.7,1642.75,No
5760-WRAHC,Female,0.456304316,No,22,2,Facebook,Mailed check,69.75,1545.4,No
8847-GEOOQ,Male,0.769998315,No,60,1,Facebook,Bank transfer (automatic),60.2,3582.4,No
0256-LTHVJ,Female,0.06877772,Yes,28,2,Facebook,Electronic check,81.05,2227.1,Yes
4785-FCIFB,Female,0.657399312,No,61,4,Instagram,Mailed check,24.4,1417.9,No
8313-NDOIA,Female,0.178322283,No,24,4,Facebook,Electronic check,104.15,2494.65,No
5149-CUZUJ,Male,0.698305433,Yes,28,2,GoogleAds,Bank transfer (automatic),92.9,2768.35,No
0942-KOWSM,Female,0.414046452,Yes,30,2,Instagram,Bank transfer (automatic),80.8,2369.3,No
4237-CLSMM,Male,0.402106759,No,2,2,Facebook,Mailed check,20,38,No
1452-VOQCH,Male,0.840411952,No,1,4,Facebook,Electronic check,75.1,75.1,No
4719-UMSIY,Male,0.807690194,Yes,6,2,Facebook,Mailed check,19.65,100.9,No
6614-VBEGU,Female,0.665909205,No,24,2,Facebook,Bank transfer (automatic),69.45,1614.05,No
0880-TKATG,Male,0.503322091,Yes,4,4,Facebook,Electronic check,101.15,385.9,Yes
3811-VBYBZ,Male,0.1631491,No,7,4,Facebook,Electronic check,99.8,673.25,Yes
1480-BKXGA,Male,0.369122144,No,72,4,Instagram,Bank transfer (automatic),116.05,8404.9,No
2996-XAUVF,Male,0.437697786,No,70,1,Instagram,Mailed check,40.05,2799.75,No
9076-AXYIK,Male,0.32391486,No,64,4,Instagram,Electronic check,102.1,6538.45,No
5968-XQIVE,Male,0.760967872,Yes,72,4,GoogleAds,Electronic check,89.7,6588.95,No
8896-RAZCR,Female,0.559561609,Yes,44,2,Instagram,Mailed check,19.9,868.1,No
4640-UHDOS,Female,0.753912452,Yes,13,2,Facebook,Electronic check,55.95,734.35,Yes
4933-IKULF,Female,0.697726891,No,17,2,GoogleAds,Mailed check,20.65,330.6,No
3583-EKAPL,Male,0.346839423,No,1,2,Facebook,Electronic check,55,55,Yes
1304-BCCFO,Male,0.970235191,No,9,2,Facebook,Mailed check,70.05,564.4,No
4104-PVRPS,Male,0.597696851,No,24,2,Facebook,Mailed check,53.6,1315.35,No
9399-APLBT,Female,0.70573943,Yes,1,2,Facebook,Electronic check,74.7,74.7,Yes
2359-KMGLI,Male,0.820331041,No,24,4,Facebook,Electronic check,80.25,1861.5,Yes
3780-DDGSE,Male,0.4667756,Yes,35,2,Facebook,Electronic check,76.05,2747.2,No
4431-EDMIQ,Female,0.140830079,Yes,7,2,Facebook,Electronic check,75.7,554.05,No
0306-JAELE,Male,0.728705599,No,5,2,Facebook,Electronic check,96.1,453.4,Yes
6227-HWPWX,Female,0.040906466,Yes,15,2,Facebook,Bank transfer (automatic),69,994.8,Yes
0486-LGCCH,Male,0.499278994,Yes,11,2,Instagram,Mailed check,19.65,225.75,No
0447-BEMNG,Female,0.272343885,No,48,1,Facebook,Bank transfer (automatic),45.3,2145,Yes
4612-SSVHJ,Female,0.056930075,No,20,2,Facebook,Electronic check,81.45,1671.6,No
5168-MQQCA,Female,0.699361909,No,72,4,GoogleAds,Bank transfer (automatic),108.5,8003.8,No
5949-XIKAE,Female,0.177511883,Yes,8,2,Facebook,Electronic check,83.55,680.05,Yes
7971-HLVXI,Male,0.476128977,Yes,72,4,Instagram,Credit card (automatic),84.5,6130.85,No
9094-AZPHK,Female,0.400584126,No,15,4,Facebook,Electronic check,100.15,1415,No
3649-JPUGY,Male,0.01813094,No,72,4,Instagram,Bank transfer (automatic),88.6,6201.95,No
4472-LVYGI,Female,0.650957645,Yes,0,1,Instagram,Bank transfer (automatic),52.55, ,No
8372-JUXUI,Male,0.694122298,Yes,1,4,Facebook,Electronic check,74.35,74.35,Yes
3552-CTCYF,Male,0.244973232,Yes,63,4,Instagram,Bank transfer (automatic),104.8,6597.25,No
6778-YSNIH,Female,0.073163442,No,2,2,Facebook,Electronic check,59,114.15,No
0388-EOPEX,Female,0.955401245,No,2,2,Facebook,Electronic check,74.4,139.4,Yes
5756-OZRIO,Male,0.32062553,No,61,4,GoogleAds,Bank transfer (automatic),64.05,3902.6,No
6579-JPICP,Male,0.022411721,No,1,2,Facebook,Mailed check,20.4,20.4,No
8205-OTCHB,Male,0.316779958,No,22,1,GoogleAds,Bank transfer (automatic),43.75,903.6,Yes
4134-BSXLX,Male,0.228279512,No,28,2,Facebook,Mailed check,60.9,1785.65,No
0505-SPOOW,Female,0.371268843,No,70,2,Instagram,Bank transfer (automatic),19.8,1397.65,No
6235-VDHOM,Female,0.132025626,No,5,1,Facebook,Electronic check,28.45,131.05,Yes
7783-YKGDV,Female,0.927388053,No,12,4,Facebook,Bank transfer (automatic),99.7,1238.45,Yes
4374-YMUSQ,Male,0.596022766,No,34,4,GoogleAds,Credit card (automatic),116.25,3899.05,No
4513-CXYIX,Female,0.541073562,No,71,4,Instagram,Credit card (automatic),80.7,5676,No
3957-HHLMR,Female,0.441334743,Yes,70,4,GoogleAds,Bank transfer (automatic),65.2,4543.15,No
7803-XOCCZ,Female,0.954742272,Yes,52,2,Facebook,Bank transfer (automatic),84.05,4326.8,No
5736-YEJAX,Male,0.416405117,Yes,69,4,Instagram,Credit card (automatic),79.45,5502.55,No
5609-CEBID,Female,0.002295962,No,20,4,Facebook,Electronic check,94.1,1782.4,Yes
8981-FJGLA,Male,0.607235934,Yes,11,4,Facebook,Mailed check,78,851.8,No
7218-HKQFK,Male,0.122204518,No,2,2,Facebook,Electronic check,94.2,167.5,Yes
4636-QRJKY,Female,0.990781042,Yes,6,4,Facebook,Electronic check,80.5,502.85,Yes
1135-LMECX,Female,0.057539402,No,1,2,Facebook,Mailed check,19.85,19.85,No
4332-MUOEZ,Male,0.221349369,Yes,20,2,GoogleAds,Credit card (automatic),94.3,1818.3,No
8535-SFUTN,Male,0.235706781,No,61,4,Facebook,Electronic check,106.45,6300.15,No
5956-VKDTT,Female,0.986006897,No,5,4,Facebook,Electronic check,74.35,334.8,Yes
8677-HDZEE,Female,0.63064836,No,56,4,Facebook,Bank transfer (automatic),105.45,5916.95,No
2475-MROZF,Male,0.094350534,No,30,4,Facebook,Credit card (automatic),95,2852.4,No
9412-GHEEC,Male,0.97362176,No,40,4,Facebook,Bank transfer (automatic),104.8,4131.95,Yes
3482-ABPKK,Female,0.495942017,No,28,2,GoogleAds,Mailed check,54.3,1546.3,No
6705-LXORM,Female,0.083269783,No,5,2,Facebook,Electronic check,70.05,302.6,No
0257-ZESQC,Female,0.11552404,No,27,2,Facebook,Bank transfer (automatic),75.2,1929.35,Yes
7531-GQHME,Male,0.95576056,No,12,2,Facebook,Credit card (automatic),20.05,265.45,No
5174-ITUMV,Male,0.428385584,Yes,67,4,GoogleAds,Electronic check,105.4,6989.45,No
4109-CYRBD,Male,0.626504403,No,29,4,Facebook,Electronic check,51.6,1442,No
0913-XWSCN,Male,0.272748875,Yes,55,4,Facebook,Bank transfer (automatic),85.5,4713.4,No
6825-UYPFK,Female,0.641116202,No,23,4,Facebook,Bank transfer (automatic),75.6,1758.6,Yes
8397-MVTAZ,Male,0.866504674,No,34,4,Facebook,Electronic check,100.05,3480,Yes
0750-EBAIU,Male,0.309052427,No,52,2,GoogleAds,Electronic check,91.25,4738.3,No
8606-CIQUL,Male,0.873934476,Yes,72,4,Instagram,Credit card (automatic),115.75,8399.15,No
3571-DPYUH,Male,0.514052757,Yes,58,4,GoogleAds,Credit card (automatic),94.7,5430.35,No
7601-GNDYK,Male,0.865558978,Yes,35,2,Instagram,Mailed check,19.6,686.95,No
0356-OBMAC,Female,0.765576947,No,56,4,Instagram,Bank transfer (automatic),99.9,5706.3,No
8067-NIOYM,Female,0.746167821,Yes,24,2,Instagram,Credit card (automatic),21.1,490.65,No
1403-GYAFU,Male,0.4428742,Yes,70,2,Instagram,Credit card (automatic),20.05,1360.25,No
4234-XTNEA,Male,0.195521332,No,2,2,Facebook,Electronic check,79.95,174.45,No
1297-VQDRP,Male,0.524084295,Yes,68,4,GoogleAds,Credit card (automatic),107.15,7379.8,No
9282-IZGQK,Female,0.474912213,No,1,4,Facebook,Electronic check,85,85,Yes
5348-CAGXB,Male,0.671227599,No,12,4,Facebook,Electronic check,89.55,1021.75,No
0621-HJWXJ,Female,0.370977083,No,63,4,Facebook,Bank transfer (automatic),81.55,5029.05,No
5844-QVTAT,Female,0.921826715,Yes,33,2,GoogleAds,Mailed check,58.45,1955.4,No
8905-IAZPF,Female,0.323061111,No,69,2,GoogleAds,Credit card (automatic),95.65,6744.2,No
5394-MEITZ,Female,0.685417261,Yes,60,2,Instagram,Bank transfer (automatic),80.6,4946.7,No
6859-QNXIQ,Female,0.981025301,Yes,72,4,Instagram,Bank transfer (automatic),113.1,8248.5,No
2782-LFZVW,Female,0.428398941,No,11,4,Facebook,Mailed check,58.95,601.6,No
2866-IKBTM,Female,0.877669942,No,1,2,Facebook,Mailed check,19.55,19.55,No
